date,price_normalized,26-18,26-20,26-22,26-24,24-18,24-20,24-22,22-18,22-20,20-18
01/07/2019 23:06,0.810910448,24.88564465,25.23713712,25.99890621,25.9999892,23.414,23.957,24,21.935,22,20
01/07/2019 23:12,0.805370678,24.87911746,25.22749885,25.98197459,25.99998892,23.413,23.957,24,21.935,22,20
01/07/2019 23:18,0.799830907,24.87476721,25.23162919,25.98202696,25.9999886,23.41,23.957,24,21.936,22,20
01/07/2019 23:24,0.794291136,24.86215015,25.22707809,25.9822369,25.99998823,23.409,23.957,24,21.936,22,20
01/07/2019 23:30,0.788751365,24.85696454,25.22955064,25.98251267,25.99998782,23.408,23.957,24,21.935,22,20
01/07/2019 23:36,0.783211595,24.85404294,25.20690873,25.98286923,25.99998734,23.405,23.957,24,21.936,22,20
01/07/2019 23:42,0.777671824,24.8413416,25.21478105,25.98332109,25.99998681,23.403,23.957,24,21.936,22,20
01/07/2019 23:48,0.772132053,24.8395949,25.20802721,25.98389228,25.99998613,23.4,23.957,24,21.936,22,20
01/07/2019 23:54,0.766592282,24.82778999,25.1992822,25.98459899,25.99998534,23.398,23.957,24,21.936,22,20
02/07/2019 0:00,0.761052512,24.81938019,25.18853807,25.98611655,25.99998447,23.397,23.957,24,21.936,22,20
